shape_id	n_points	z_min	z_max	z_range	area_2d	perimeter	Environment	Site
21_kal	630	-9.304554141504777	-8.36633146499066	0.9382226765141173	0.05842688048100123	0.9434541496310311	Crest	Playa Kalki
22_kal	3702	-10.432621775636132	-8.534970470500637	1.8976513051354953	0.28811143019368163	2.438670316913803	Crest	Playa Kalki
23_kal	186	-9.594824841161534	-9.26384792082898	0.33097692033255477	0.011331765847320615	0.43023914761398596	Crest	Playa Kalki
24_kal	33	-10.583632840519424	-10.43955820455085	0.14407463596857362	0.0019658223348260253	0.17662190245681855	Crest	Playa Kalki
25_kal	2271	-7.079311860920729	-5.7920689099718565	1.2872429509488725	0.1964260943880204	3.342310798144965	Crest	Playa Kalki
25_kal	2271	-7.079311860920729	-5.7920689099718565	1.2872429509488725	0.1964260943880204	3.342310798144965	Terrace	Playa Kalki
26_kal	527	-6.462290719376584	-5.654170397067537	0.8081203223090476	0.048612455712006654	0.8154115406434667	Crest	Playa Kalki
26_kal	527	-6.462290719376584	-5.654170397067537	0.8081203223090476	0.048612455712006654	0.8154115406434667	Terrace	Playa Kalki
27_kal	27239	-8.031575489404823	-5.135898676201425	2.895676813203398	2.0746871495910337	13.085714331097229	Crest	Playa Kalki
27_kal	27239	-8.031575489404823	-5.135898676201425	2.895676813203398	2.0746871495910337	13.085714331097229	Terrace	Playa Kalki
28_kal	13395	-7.656201448399097	-6.341924075248102	1.3142773731509951	1.2596397693777424	8.187675495938315	Crest	Playa Kalki
29_kal	49358	-6.267324395536506	-3.3135396411233975	2.9537847544131086	4.159442110866815	21.437683863365795	Crest	Playa Kalki
29_kal	49358	-6.267324395536506	-3.3135396411233975	2.9537847544131086	4.159442110866815	21.437683863365795	Terrace	Playa Kalki
3_kal	338	-13.21522273774471	-12.840184634423156	0.37503810332155396	0.026647980365988148	0.6387992045163772	Slope	Playa Kalki
30_kal	108	-5.480246475582113	-5.123820198574588	0.35642627700752527	0.011298885305896747	0.41383841632525353	Terrace	Playa Kalki
31_kal	3674	-5.839062179784551	-5.350836765351461	0.4882254144330904	0.34974291719794526	2.9975793663952572	Terrace	Playa Kalki
32_kal	193	-6.018275408591137	-4.756911357842443	1.2613640507486936	0.03232777760046072	0.6635759998783435	Terrace	Playa Kalki
33_kal	1818	-5.654166981494581	-5.127380854584479	0.5267861269101015	0.19752611268095166	1.6491820544923184	Terrace	Playa Kalki
34_kal	15695	-6.928340990029825	-5.203409334533635	1.7249316554961895	1.2678966780515175	10.582885169764598	Crest	Playa Kalki
34_kal	15695	-6.928340990029825	-5.203409334533635	1.7249316554961895	1.2678966780515175	10.582885169764598	Terrace	Playa Kalki
35_kal	6374	-7.432998210979136	-6.693022640942848	0.7399755700362878	0.5883059428685549	3.7377790730021885	Crest	Playa Kalki
36_kal	5723	-7.547481251004829	-6.452258476812826	1.0952227741920026	0.46938723142325933	3.389221421623357	Crest	Playa Kalki
37_kal	3361	-7.1209303640519295	-6.738424676585261	0.3825056874666686	0.36953944569607483	2.7613761845364073	Crest	Playa Kalki
38_kal	4909	-7.560384655251331	-6.453010280390082	1.1073743748612497	0.43376026879658414	4.330084738910001	Crest	Playa Kalki
39_kal	573	-7.38292039554946	-6.571955415306821	0.8109649802426393	0.05522471029334086	0.9617226078122255	Crest	Playa Kalki
4_kal	154739	-9.065073462001147	-6.4532806826291615	2.611792779371985	12.519133665357002	43.64743722986587	Crest	Playa Kalki
40_kal	3118	-9.155413985637232	-8.314874314430208	0.8405396712070239	0.28815904548627824	2.821554203717105	Crest	Playa Kalki
41_kal	5185	-9.842862215785756	-8.810681927575622	1.0321802882101334	0.3929494274442855	3.3747837564892165	Crest	Playa Kalki
42_kal	3988	-11.533992256998479	-9.73246522128781	1.8015270357106683	0.38861260906563044	3.059384561606217	Crest	Playa Kalki
43_kal	51	-13.108755508926443	-12.537330982221668	0.5714245267047744	0.005416561344956433	0.3148699850510327	Slope	Playa Kalki
44_kal	6632	-14.70604032475149	-12.632054163307652	2.0739861614438375	0.604210706164257	4.064162947040241	Slope	Playa Kalki
45_kal	6923	-16.224851721981278	-14.42213344068154	1.8027182812997378	0.5506745115949472	3.152953654982876	Slope	Playa Kalki
